"Pot.ID","Population","Line","Replicate","Treatment","pot.labelled.","Labelled.Pot.Weight..g.","Pot...dry.Soil.Weight..g.","Soil.Added.Weight..g.","Soil.Mix.Batch.Number.x","Pot...wet.soil.weight..g.","Water.weight..g.","H20.g....soil..g.","First.Calc.of.FC.weight","oven.dried.soil..g.","oven.dried.soil...empty.pot..W0.","g.H20.at.FC..wf.W0.equivalent.","Notes.x","Soil.Mix.Batch.Number.y","Emergence","notes.x","Bolting","Flowering","Wilted_Died","Leaf_Collected","FreshWt_g","SatWt_g","DriedWt_g","Notes.y","LeafArea","LeafPerimeter","Scale..pixels.cm.","Notes.1","SLA","LDMC","RWC","LeafNum_.07222021","Notes.x","LeafNum_08262021","NumRemoved_08262021","RosetteLeafNum_10042021","StalkLeafNum_10042021","notes.y","RosetteLeafNum_bolt","notes.1","RosetteLeafNum_Flower","StalkLeafNum_Flower","notes.2","Harvest.Date","RosetteLeafNum","FreshRosetteG","DryRosetteG","FreshReproG","DryReproG","FreshRootG","DryRootG","Notes.y","Root_to_Shoot","Repro_to_Ros","IJ_FruitCount","FruitCounter","BranchStructure","LatBranches","PrimaryStalks","Height_cm","TotFruit","FruitCollected","FruitColLocation","DoneFlwr","NumFlwrLeft","Notes","FruitColWt_mg","SeedColWt_mg","ScanPosition","ScanPhotoName","IJ_SeedCount","SeedCounter","Notes2"
"R2-2-C","RODA","2","2","Current","yes","6.634","56.7557","50.1217","8","180.7","123.94","2.47","121.00","22.90","29.54",143.85,"","8","6/28/2021","","10/11/2021","10/25/2021","","10/25/2021",0.1821,0.2027,0.016,"",6.378,18.053,"","",398.625,0.0789343857918106,0.889662560257097,4,"",13,"n",28,0,"",33,"",NA,NA,"","12/12/2021",31,"-",0.30131,"-",2.0417,"-",NA,"",NA,6.77607779363446,730,"CC","bent",9,11,74.5,"779",10,"4,7,9,11,13,15,17,19,21,24","n","73","has some buds; 3 primary stalks were noted as tiny",28.92,20,"12","4",738,"SB",""
"R2-2-CF","RODA","2","2","Current/Future","yes","6.579","56.3471","49.7681","5","180.52","124.17","2.50","120.15","22.74","29.32",142.83,"","5","6/28/2021","","10/5/2021","10/15/2021","","10/15/2021",0.0572,0.0671,0.007,"",2.602,9.497,"","",371.714285714286,0.104321907600596,0.835274542429284,6,"",14,"n",33,0,"",NA,"",33,8,"","11/13/2021",32,"0.5248",0.1423,"1.0207",0.3007,"-",NA,"",NA,2.11314125087843,105,"TM","leaning",9,1,32.5,"120",10,"2,4,6,8,10,12,14,16,18,20,22","y","0","",19.16,12.06,"4","6",491,"CH",""
"R2-2-F","RODA","2","2","Future","yes","7.18","56.7242","49.5442","6","168.85","112.13","2.26","119.61","22.64","29.82",142.19,"","6","6/27/2021","","10/12/2021","10/23/2021","","10/23/2021",0.0418,0.0507,0.0052,"",1.792,9.112,"","",344.615384615385,0.102564102564103,0.804395604395604,8,"",16,"n",31,0,"",38,"",NA,NA,"","11/24/2021",36,"-",0.13356,"-",0.21657,"-",NA,"",NA,1.62151841868823,55,"SB","straight",9,8,24,"62",10,"1,4,7,9,11,13,16,18,20,22","n","25","7primary stalks noted as tiny",22.66,14.89,"9","7",528,"CC","SB recounted fruint 8/15/24 and got 55. There are lots of small nonfruits/ open flowers so using my count rather than the initial 85 (TX)"
"R21-1-C","RODA","21","1","Current","yes","7.466","57.6305","50.1645","2","177.25","119.62","2.38","121.10","22.92","30.39",143.97,"","2","6/29/2021","? Not marked as empty in my check on 7/7 or 7/13. but no date written down in notebook; definitely not empty and I took a photo on 7/8/2021 and it looks decently far along. Photo on 6/29 of emergence","10/10/2021","10/23/2021","","10/23/2021",0.1011,0.1236,0.0096,"removed leaf 9/30",4.28,14.894,"","",445.833333333333,0.0776699029126214,0.802631578947368,6,"",13,"n",26,0,"",28,"",NA,NA,"","12/8/2021",25,"-",0.25357,"-",NA,"-",NA,"mistake with reproductive mass! 2.0414 is an estimate",NA,NA,646,"CC","bent",9,14,72,"701",10,"6,8,10,12,14,16,18,20,22,24","n","89","2 primary stalks noted as tiny",29.31,19.4,"12","2",739,"",""
"R21-1-CF","RODA","21","1","Current/Future","yes","6.537","57.0177","50.4807","3","175.4","118.38","2.35","121.87","23.07","29.60",144.88,"","3","6/29/2021","","10/7/2021","10/22/2021","","10/22/2021",0.0383,0.0479,0.0049,"",1.791,7.898,"","",365.510204081633,0.102296450939457,0.776744186046512,6,"",12,"n",30,0,"",30,"",NA,NA,"","11/22/2021",29,"-",0.1199,"-",0.20611,"-",NA,"",NA,1.71901584653878,32,"TX","straight",7,8,23.5,"83",10,"2,4,6,8,10,12,14,16,25,26","n","23","7 primary stalks noted as tiny; 2 additional branches with no flowers",19.75,12.08,"4","3",389,"CH",""
"R21-1-F","RODA","21","1","Future","yes","6.562","57.0099","50.4479","7","154.64","97.63","1.94","121.79","23.05","29.61",144.78,"","7","6/28/2021","","10/10/2021","10/24/2021","","10/24/2021",0.0524,0.0619,0.0078,"",2.15,8.687,"","",275.641025641026,0.126009693053312,0.824399260628466,7,"",16,"n",36,0,"",35,"",NA,NA,"","11/19/2021",35,"-",0.16636,"-",0.29706,"-",NA,"",NA,1.7856455878817,75,"TX","bent",8,1,32.5,"178",10,"7,9,12,14,16,18,20,22,24,26","n","19","; 1 additional branch with no flowers",NA,NA,"","",NA,"",""
"R21-2-C","RODA","21","2","Current","yes","6.67","56.604","49.934","7","175.94","119.34","2.39","120.55","22.82","29.49",143.31,"","7","6/29/2021","","10/12/2021","10/26/2021","","10/26/2021",0.1431,0.1745,0.0147,"",4.872,15.468,"","",331.428571428571,0.0842406876790831,0.803504380475595,6,"",12,"n",28,0,"",31,"",NA,NA,"","12/3/2021",28,"-",0.32506,"-",2.0731,"-",NA,"",NA,6.37759182920076,485,"TX","bent",10,8,64.5,"738",10,"3,5,8,10,12,14,16,18,20,22","n","107","",28.87,20.32,"11","2",718,"",""
"R21-2-CF","RODA","21","2","Current/Future","yes","6.243","55.866","49.623","3","181.13","125.26","2.52","119.80","22.68","28.92",142.42,"","3","6/28/2021","","10/9/2021","10/14/2021","","10/14/2021",0.0499,0.0586,0.0054,"",2.179,9.133,"","",403.518518518518,0.0921501706484642,0.836466165413534,6,"",12,"n",32,0,"",32,"",34,0,"","11/21/2021",28,"-",0.11638,"-",0.30215,"-",NA,"",NA,2.59623646674686,75,"TX","straight",7,5,34,"115",10,"3,5,7,9,11,13,15,17,19,22","n","7","4 primary stalks noted as tiny; 3 additional branches with no flowers",22.07,14.64,"5","4",566,"","KB assumed"
"R21-2-F","RODA","21","2","Future","yes","6.869","56.6538","49.7848","6","181.28","124.63","2.50","120.19","22.75","29.62",142.88,"","6","6/27/2021","","10/11/2021","10/22/2021","","10/22/2021",0.0695,0.0836,0.0079,"",2.861,11.856,"","",362.151898734177,0.0944976076555024,0.813738441215324,8,"",20,"n",39,0,"",41,"",NA,NA,"","12/7/2021",40,"-",0.27425,"-",0.43281,"-",NA,"",NA,1.57815861440292,254,"TX","straight",8,7,33.5,"294",10,"3,5,7,9,11,13,15,17,20,21","n","9","6 primary stlaks noted as tiny; 1 additional branch with no flowers",21.95,13.55,"1","4",385,"KB",""
"R26-1-C","RODA","26","1","Current","yes","6.734","56.9425","50.2085","3","181.35","124.41","2.48","121.21","22.94","29.68",144.1,"","3","7/1/2021","","10/14/2021","10/27/2021","","10/27/2021",0.1057,0.1171,0.0086,"",4.157,14.359,"","",483.372093023256,0.0734415029888984,0.894930875576037,4,"",10,"n",26,0,"",30,"",29,8,"","12/10/2021",26,"-",0.24704,"-",1.79954,"-",NA,"",NA,7.28440738341969,627,"CC","bent",9,10,70.5,"658",10,"2,4,7,9,11,13,15,17,19,22","n","107","has buds; 1 primary stalk noted as tiny and an additional not counted stalk with no flowers. Labelled as R26-1-F - see raw datasheet last page for SB initial notes on choosing to put here",27.94,19.04,"2","2",469,"",""
"R26-1-CF","RODA","26","1","Current/Future","yes","6.5","56.295","49.795","6","176.28","119.99","2.41","120.21","22.75","29.25",142.91,"","6","6/29/2021","","10/5/2021","10/18/2021","","10/18/2021",0.0526,0.0601,0.0054,"",2.325,10.098,"","",430.555555555556,0.0898502495840266,0.862888482632541,6,"",12,"n",29,0,"",NA,"envelope is blank",NA,NA,"","11/24/2021",30,"-",0.14447,"-",0.29709,"-",NA,"",NA,2.05641309614453,70,"TX","leaning",8,9,30.5,"99",10,"3,5,7,9,11,13,15,17,19,21","y","0","8 primary stalks noted as tiny",22.62,14.76,"6","4",406,"","KB assumed"
"R26-1-F","RODA","26","1","Future","yes","6.81","56.8717","50.0617","5","166.08","109.21","2.18","120.86","22.88","29.69",143.68,"","5","6/29/2021","","-","-","7/22/2021","-",NA,NA,NA,"dead after vern",NA,NA,"","",NA,NA,NA,0,"dead",0,"y",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R26-2-C","RODA","26","2","Current","yes","6.666","57.0715","50.4055","2","181.93","124.86","2.48","121.69","23.03","29.70",144.66,"","2","6/29/2021","","10/12/2021","10/26/2021","","10/26/2021",0.1231,0.1502,0.0118,"looked wilty when collected",4.526,16.241,"","",383.559322033898,0.0785619174434088,0.804190751445087,4,"",14,"n",34,0,"",40,"",NA,NA,"","12/10/2021",42,"-",NA,"-",2.34497,"-",NA,"not sure on rosette mass because of error with labelling",NA,NA,NA,"EA","bent",10,13,75.5,"880",10,"2,4,6,8,10,13,15,17,19,21","n","121","has buds; 5 primary stalks noted as tiny",NA,NA,"","",NA,"","Image not found in folder for counting"
"R26-2-CF","RODA","26","2","Current/Future","yes","6.755","57.06","50.305","2","183.66","126.60","2.52","121.44","22.99","29.74",144.37,"","2","6/28/2021","","10/10/2021","10/25/2021","","10/25/2021",0.0339,0.0369,0.0051,"bolt notes. See notebook? Did not find a note",1.609,7.532,"","",315.490196078431,0.138211382113821,0.90566037735849,6,"",13,"n",26,0,"",27,"",NA,NA,"","12/14/2021",29,"-",0.09582,"-",0.2931,"-",NA,"",NA,3.05886036318096,171,"","bent",9,5,24.5,"183",10,"1,3,5,7,9,11,12,13,15,18","y","0","and leaning; 1 additional branch with no flowers; 3 primary stalks noted as tiny",20.73,12.68,"7","4",461,"","KB assumed"
"R26-2-F","RODA","26","2","Future","yes","7.376","56.9332","49.5572","3","184.02","127.09","2.56","119.64","22.65","30.02",142.23,"","3","6/27/2021","","10/8/2021","10/20/2021","7/22/2021","10/20/2021",0.0485,0.0565,0.0062,"",2.168,9.25,"","",349.677419354839,0.109734513274336,0.840954274353877,8,"",20,"n",37,0,"",37,"",38,10,"","12/14/2021",37,"-",NA,"-",0.4031,"-",NA,"mistake in labelling",NA,NA,NA,"","straight",8,6,33,"196",10,"4,7,9,11,13,15,17,20,22,24","y","0","5 primary stalks ntoed as tiny; 2 additional branches with no flowers",NA,NA,"","",NA,"","no count because can't distinguish this from other R26 in scan due to labelling error during harvest. For this reason also removing the 973 (CC) initially in the imageJ fruit count column"
"R29-1-C","RODA","29","1","Current","yes","7.425","57.6365","50.2115","8","176.3","118.66","2.36","121.22","22.94","30.37",144.11,"","8","6/30/2021","","10/11/2021","10/24/2021","","10/24/2021",0.1145,0.1273,0.0097,"",4.18,15.683,"","",430.927835051546,0.0761979575805185,0.891156462585034,6,"",11,"n",28,0,"",30,"",NA,NA,"","12/1/2021",26,"-",0.23142,"-",1.4518,"-",NA,"",NA,6.27344222625529,504,"TM","bent",9,11,56,"639",10,"4,6,9,13,18,20,22,24,26,29","n","70","",21.75,13.9,"6","2",649,"SB",""
"R29-1-CF","RODA","29","1","Current/Future","yes","6.854","56.5899","49.7359","8","173.27","116.68","2.35","120.07","22.73","29.58",142.74,"","8","6/28/2021","","10/10/2021","10/18/2021","","10/18/2021",0.0432,0.0507,0.0053,"",1.802,7.962,"","",340,0.104536489151874,0.834801762114537,6,"",14,"n",28,0,"",31,"",29,8,"","12/14/2021",30,"-",0.11145,"-",0.4355,"-",NA,"",NA,3.90758187528039,247,"TX/CC","leaning",8,6,28.5,"267",10,"2,4,6,8,10,12,14,16,18,20","y","0","2 primary stalks noted as tiny; 1 additional with no flowers was not counted",21.15,13.48,"9","1",465,"",""
"R29-1-F","RODA","29","1","Future","yes","6.582","56.6102","50.0282","7","176.44","119.83","2.40","120.78","22.86","29.44",143.58,"","7","6/27/2021","","10/11/2021","10/23/2021","-","10/23/2021",0.058,0.0692,0.0064,"",2.456,10.948,"","",383.75,0.092485549132948,0.821656050955414,9,"",18,"n",35,0,"",39,"",NA,NA,"","11/24/2021",36,"-",0.16369,"-",0.30653,"-",NA,"",NA,1.87262508400024,62,"EA","straight",9,7,28,"116",10,"2,4,6,10,12,14,16,17,20,22","y","0","6 primary stalks ntoed as tiny",23.32,14.82,"7","3",536,"CH",""
"R29-2-C","RODA","29","2","Current","yes","6.709","57.0897","50.3807","5","180.62","123.53","2.45","121.63","23.02","29.73",144.59,"","5","6/29/2021","","10/11/2021","10/24/2021","","10/24/2021",0.1134,0.1291,0.0099,"",4.02,14.801,"","",406.060606060606,0.0766847405112316,0.868288590604027,6,"",14,"n",31,0,"",33,"",NA,NA,"","12/7/2021",30,"-",0.28259,"-",1.9503,"-",NA,"",NA,6.90151810042818,569,"","bent",10,10,74,"676",10,"4,6,9,12,14,16,18,20,22,26","n","52","2 primary stalks noted as tiny; 1 additional with no flowers was not counted; was statickly and lost some seeds during counting",34.08,22.67,"4","1",558,"",""
"R29-2-CF","RODA","29","2","Current/Future","yes","6.605","56.4432","49.8382","5","177.27","120.83","2.42","120.32","22.77","29.38",143.03,"","5","6/28/2021","","10/4/2021","10/20/2021","","10/20/2021",0.0477,0.0507,0.0053,"",2.09,9.625,"","",394.339622641509,0.104536489151874,0.933920704845815,4,"",12,"n",29,0,"",NA,"",29,9,"","11/22/2021",26,"-",0.12188,"-",0.28004,"-",NA,"",NA,2.29766983918608,59,"TX","straight",7,5,29.5,"106",10,"4,6,8,10,12,14,16,18,20,22","n","6","4 pirmary stalks noted as tiny; 2 additional branches with no flowers",21.53,13.91,"5","9",495,"SB",""
"R29-2-F","RODA","29","2","Future","yes","6.64","56.1467","49.5067","7","182.19","126.04","2.55","119.52","22.62","29.26",142.08,"","7","6/28/2021","","10/10/2021","10/23/2021","","10/23/2021",0.0437,0.0515,0.005,"",2.014,9.464,"","",402.8,0.0970873786407767,0.832258064516129,8,"",16,"n",36,0,"dark edges 8/26",38,"",NA,NA,"","11/22/2021",36,"-",0.1308,"-",0.27887,"-",NA,"",NA,2.13203363914373,87,"TX","straight",7,8,26,"117",10,"2,4,6,8,10,12,14,16,18,20","y","0","7 primary stalks noted as tiny; 2 additional branches with no flowers",23.09,14.87,"8","3",586,"CH",""
"R33-1-C","RODA","33","1","Current","yes","6.736","56.6859","49.9499","5","172.99","116.30","2.33","120.59","22.82","29.56",143.36,"","5","7/1/2021","empty on 7/6","-","","","",NA,NA,NA,"dead after vern",NA,NA,"","",NA,NA,NA,0,"",0,"y",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R33-1-CF","RODA","33","1","Current/Future","yes","6.676","56.368","49.692","8","171.52","115.15","2.32","119.96","22.71","29.38",142.62,"","8","6/29/2021","","10/4/2021","10/12/2021","","10/12/2021",0.0774,0.0936,0.0083,"",4.192,11.871,"","",505.060240963855,0.0886752136752137,0.810082063305979,6,"",14,"n",33,0,"",NA,"",27,12,"","11/9/2021",32,"0.4848",0.13053,"1.5241",0.3931,"-",NA,"",NA,3.01156822186471,170,"TM","bent",11,9,33.5,"213",10,"3,10,13,15,17,19,20,22,2 on side","y","0","8 primary stalks noted as tiny",20.8,13.22,"4","7",517,"CC",""
"R33-1-F","RODA","33","1","Future","yes","6.748","56.5441","49.7961","5","173.71","117.17","2.35","120.22","22.75","29.50",142.91,"","5","6/27/2021","","10/13/2021","10/23/2021","","10/23/2021",0.0428,0.0507,0.0048,"",2.095,8.779,"","",436.458333333333,0.0946745562130177,0.827886710239651,8,"",19,"n",37,0,"",42,"",NA,NA,"","11/15/2021",35,"-",0.14128,"-",0.28818,"-",NA,"",NA,2.03977916194791,119,"TM","leaning",13,1,27,"157",10,"4,6,8,10,12,14,15,17,19,21","y","0","3 branches are only just started",17.96,11.2,"2","10",500,"SB","old count ( no initials) was 529; with counting small darker ones: 527"
"R33-2-C","RODA","33","2","Current","yes","6.627","56.4836","49.8566","4","180.42","123.94","2.49","120.36","22.78","29.41",143.09,"","4","6/30/2021","","10/5/2021","10/25/2021","","10/25/2021",0.1421,0.1581,0.0124,"removed 1 leaf 9/30",5.832,18.342,"","",470.322580645161,0.0784313725490196,0.890185312285518,4,"",14,"n",27,0,"",NA,"",NA,NA,"","11/24/2021",27,"-",0.27448,"-",1.7046,"-",NA,"",NA,6.21028854561352,567,"TM","broken",12,12,61,"901",10,"9,11,13,15,17,19,21,23,25,27","n","76","",23.76,14.54,"2","7",628,"CC",""
"R33-2-CF","RODA","33","2","Current/Future","yes","6.797","56.9741","50.1771","7","179.97","123.00","2.45","121.13","22.93","29.73",144.01,"","7","6/29/2021","","10/4/2021","10/13/2021","","10/13/2021",0.0461,0.0585,0.0067,"",2.434,9.132,"","",363.283582089552,0.114529914529915,0.760617760617761,6,"",15,"n",34,0,"",NA,"",27,14,"","11/15/2021",27,"-",0.09775,"-",0.354,"-",NA,"",NA,3.62148337595908,149,"TM","leaning",11,8,31,"185",10,"8,10,12,14,16,18,20,22,24,26","y","0","one branch is only just started; 7 primary stalks noted as tiny",17.01,10.12,"5","8",491,"EA",""
"R33-2-F","RODA","33","2","Future","yes","7.482","57.2604","49.7784","4","165.66","108.40","2.18","120.17","22.75","30.23",142.86,"","4","6/28/2021","","10/10/2021","10/24/2021","","10/24/2021",0.0429,0.0508,0.0055,"",1.92,7.758,"","",349.090909090909,0.108267716535433,0.82560706401766,7,"",18,"n",30,0,"",33,"",NA,NA,"","11/22/2021",36,"-",0.12154,"-",0.24772,"-",NA,"",NA,2.0381767319401,84,"TX","bent",10,4,26.5,"125",10,"4,6,8,10,12,15,17,20,5,1 on side","y","0","and leaning; 2 additional branches with no flowers; 3 primary stalks noted as tiny",18.16,11.32,"10","7",505,"CC","counted small dark seeds"
"R35-1-C","RODA","35","1","Current","yes","7.087","57.5151","50.4281","2","181.35","123.83","2.46","121.74","23.04","30.13",144.73,"","2","6/29/2021","","10/12/2021","10/25/2021","","10/25/2021",0.1061,0.1244,0.0096,"",4.061,13.741,"","",423.020833333333,0.0771704180064309,0.840592334494774,6,"",14,"n",34,0,"",39,"",NA,NA,"","12/2/2021",34,"-",0.32028,"-",2.0256,"-",NA,"",NA,6.32446609216935,513,"CC","bent",9,12,70,"636",10,"4,6,8,10.12.14.16.18.20,22","n","73","could keep going",31.11,20.86,"11","6",686,"CC",""
"R35-1-CF","RODA","35","1","Current/Future","yes","6.841","57.2891","50.4481","8","175.8","118.51","2.35","121.79","23.05","29.89",144.79,"","8","6/28/2021","","10/7/2021","10/21/2021","7/22/2021","10/21/2021",0.0349,0.0452,0.0074,"",1.599,7.687,"","",216.081081081081,0.163716814159292,0.727513227513228,6,"",14,"n",34,0,"",36,"",30,10,"","11/24/2021",32,"-",0.13004,"-",0.23403,"-",NA,"",NA,1.79967702245463,73,"TX","straight",7,6,26.5,"109",10,"5,7,9,11,13,15,17,19,21,23","y","0","5 pirmary stalks noted as tiny; 3 additional branches with no flowers",16.12,10.22,"12","5",325,"CC",""
"R35-1-F","RODA","35","1","Future","yes","6.647","56.7971","50.1501","8","155.37","98.57","1.97","121.07","22.92","29.56",143.93,"","8","6/27/2021","","10/10/2021","10/22/2021","","10/22/2021",0.0529,0.0643,0.0067,"",2.248,9.325,"","",335.522388059702,0.104199066874028,0.802083333333333,8,"",20,"n",40,0,"",44,"",NA,NA,"","11/22/2021",41,"-",0.22951,"-",0.35276,"-",NA,"",NA,1.53701363774999,117,"TX","straight",8,7,26.5,"222",10,"2,4,7,9,11,13,18,25,2 from sides","n","29","6 primary stalks noted as tiny",21.17,13.78,"10","3",448,"CH",""
"R35-2-C","RODA","35","2","Current","yes","6.332","56.0429","49.7109","6","175.98","119.94","2.41","120.01","22.72","29.05",142.67,"","6","6/29/2021","maybe dead on 7/22","10/14/2021",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"picture out of order.",6,"n",17,0,"",21,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R35-2-CF","RODA","35","2","Current/Future","yes","6.633","56.442","49.809","4","174.86","118.42","2.38","120.25","22.76","29.39",142.95,"","4","6/29/2021","","10/7/2021","10/18/2021","","10/18/2021",0.0475,0.0587,0.0074,"",2.217,9.695,"","",299.594594594595,0.126064735945486,0.781676413255361,6,"",12,"n",31,0,"",32,"",29,8,"","11/22/2021",29,"-",0.14183,"-",0.26708,"-",NA,"",NA,1.8830994852993,63,"TX","straight",8,5,27,"132",10,"4,6,8,10,12,14,16,18,20,22","n","21","4 primary stalks noted as tiny",20.01,12.85,"5","7",437,"CC",""
"R35-2-F","RODA","35","2","Future","yes","6.665","56.5998","49.9348","3","180.03","123.43","2.47","120.55","22.82","29.48",143.31,"","3","6/27/2021","","10/11/2021","10/24/2021","","10/24/2021",0.0638,0.0747,0.0076,"",2.389,9.973,"","",314.342105263158,0.101740294511379,0.837555886736214,7,"",16,"n",34,0,"",35,"",NA,NA,"","11/24/2021",36,"-",0.16365,"-",0.28163,"-",NA,"",NA,1.72092881148793,78,"TX","straight",9,8,30.5,"103",10,"3,5,7,9,11,13,15,17,19,21","n","2","7 primary stalks noted as tiny",22.24,14.43,"12","3",511,"CH",""
"R40-1-C","RODA","40","1","Current","yes","6.425","56.6157","50.1907","mix","190.79","134.17","2.67","121.17","22.93","29.36",144.05,"","mix","6/29/2021","","10/13/2021","10/25/2021","","10/25/2021",0.1428,0.1526,0.0129,"",5.013,16.067,"","",388.604651162791,0.0845347313237221,0.929849677881174,4,"",12,"n",29,0,"",34,"",NA,NA,"","12/1/2021",28,"-",0.29817,"-",1.6587,"-",NA,"",NA,5.5629338967703,474,"TM","bent",10,12,69,"679",10,"5,7,9,12,14,16,19,21,23,25","n","67","1 pirmary stalk is noted as tiny",30.28,20.4,"9","5",711,"CC",""
"R40-1-CF","RODA","40","1","Current/Future","yes","6.725","56.6833","49.9583","mix","195.04","138.36","2.77","120.61","22.83","29.55",143.38,"","mix","6/29/2021","","10/14/2021","10/23/2021","","10/23/2021",0.0446,0.0535,0.0057,"",1.924,7.947,"","",337.543859649123,0.106542056074766,0.813807531380753,6,"",13,"n",29,0,"",30,"",NA,NA,"","11/24/2021",27,"-",0.09489,"-",0.14465,"-",NA,"",NA,1.52439666982822,31,"TX","straight",7,8,25,"45",10,"3,5,7,10,13,16,18,20,22,24","y","0","7 primary stalks noted as tiny; 1 additional branch with no flowers",19.49,13.12,"11","5",511,"CC",""
"R40-1-F","RODA","40","1","Future","yes","6.521","56.9884","50.4674","2","175.56","118.57","2.35","121.84","23.06","29.58",144.84,"","2","6/27/2021","","10/12/2021","10/24/2021","","10/24/2021",0.0437,0.0527,0.0059,"",1.865,8.706,"","",316.101694915254,0.111954459203036,0.807692307692308,7,"",16,"n",33,0,"",37,"",NA,NA,"","11/22/2021",35,"-",0.13378,"-",0.24762,"-",NA,"",NA,1.85094931977874,73,"TX","straight",8,9,24,"88",10,"4,6,8,10,12,14,16,18,20,22","y","0","8 primary stalks ntoed as tiny",21.81,14.42,"11","8",524,"EA","SB recounted 526 in 8/2024"
"R40-2-C","RODA","40","2","Current","yes","6.537","56.3305","49.7935","5","181.61","125.28","2.52","120.21","22.75","29.29",142.91,"","5","6/29/2021","","10/12/2021","10/25/2021","","10/25/2021",0.1522,0.18,0.0147,"",5.554,17.705,"","",377.823129251701,0.0816666666666667,0.831820931639443,4,"",12,"n",28,0,"",34,"",NA,NA,"","12/7/2021",28,"-",0.45431,"-",1.776,"-",NA,"",NA,3.90922497853888,555,"TX","bent",9,11,71.5,"627",10,"3,5,7,9,12,15,17,29,21,23","n","66","1 primary stalk was noted as tiny",27.54,18.56,"5","1",714,"",""
"R40-2-CF","RODA","40","2","Current/Future","yes","6.72","56.3968","49.6768","6","179.18","122.78","2.47","119.93","22.70","29.42",142.57,"","6","7/8/2021","? Not marked as empty in my check on 7/7 or 7/13 and no date in notebook; photo on 7/8 has a decently far along plant.","10/10/2021","10/20/2021","","10/20/2021",0.0442,0.05,0.0047,"",2.046,8.389,"","",435.31914893617,0.094,0.8719646799117,4,"",9,"n",27,0,"",27,"",25,8,"","11/24/2021",23,"-",0.08141,"-",0.2218,"-",NA,"",NA,2.72448102198747,59,"TX","straight",7,7,30.5,"81",10,"2,4,6,8,10,12,14,16,19,21","n","31","6 primary stalks noted as tiny; 1 additional branch with no flowers",21.96,14.53,"4","9",551,"SB",""
"R40-2-F","RODA","40","2","Future","yes","7.131","57.6192","50.4882","7","175.41","117.79","2.33","121.89","23.07","30.20",144.9,"","7","6/27/2021","","10/11/2021","10/24/2021","","10/24/2021",0.0403,0.0512,0.0089,"",1.625,7.565,"","",182.584269662921,0.173828125,0.742316784869976,5,"",14,"n",35,0,"",35,"",NA,NA,"","12/1/2021",35,"-",0.12464,"-",0.2481,"-",NA,"",NA,1.99053273427471,179,"TM","bent",7,7,25,"222",7,"9,12,14,16,17,22,34","n","22","and leaning; 1 additional branch with no flowers; 6 primary stalks ntoed as tiny",12.4,7.36,"11","7",229,"CC","SB recounted 232 in 8/2024"
"R47-1-C","RODA","47","1","Current","yes","7.425","57.1379","49.7129","3","178.6","121.46","2.44","120.01","22.72","30.14",142.68,"","3","7/8/2021","just super late.","10/20/2021","10/30/2021","-","10/30/2021",0.1182,0.127,0.0099,"",4.65,16.776,"","",469.69696969697,0.0779527559055118,0.924850555081127,2,"",6,"n",20,0,"",25,"",NA,NA,"","12/8/2021",21,"-",0.16186,"-",NA,"-",NA,"mistake with reproductive mass!1.2501 is my best estimate",NA,NA,498,"CC","bent",8,9,62,"565",10,"3,6,8,10,12,14,16,18,20,22","n","79","3 primarystalks were noted as tiny",25.71,17.41,"7","2",697,"",""
"R47-1-CF","RODA","47","1","Current/Future","yes","6.676","56.2258","49.5498","6","184.22","127.99","2.58","119.62","22.64","29.32",142.21,"","6","6/29/2021","","10/10/2021","10/22/2021","","10/22/2021",0.0489,0.0577,0.0067,"",2.195,8.38,"","",327.611940298507,0.116117850953206,0.827450980392157,6,"",13,"n",31,0,"",33,"",NA,NA,"","11/23/2021",32,"-",0.17038,"-",0.3123,"0.55",0.12339,"",0.255635203447419,1.83296161521305,145,"TX","straight",8,6,31,"177",10,"4,7,10,11,13,15,18,28,30,32","n","105","5 primary stalks noted as tiny",18.66,11,"6","7",431,"EA",""
"R47-1-F","RODA","47","1","Future","yes","6.351","56.6193","50.2683","6","181.09","124.47","2.48","121.36","22.97","29.32",144.27,"","6","6/29/2021","","10/9/2021","10/22/2021","","10/22/2021",0.0414,0.0497,0.0054,"",1.806,8.952,"","",334.444444444444,0.108651911468813,0.812641083521445,6,"",14,"n",35,0,"",35,"",NA,NA,"","11/23/2021",36,"-",0.27053,"-",0.23648,"0.85",0.18813,"",0.371057770063707,0.874135955346912,95,"TX","straight",7,6,28.5,"108",10,"2,4,6,8,10,12,14,16,22,24","n","38","5 primary stalks noted as tiny",18.54,11.94,"11","3",408,"CH",""
