"Pot.ID","Population","Line","Replicate","Treatment","Soil.Mix.Batch.Number.x","Emergence","DayToBolt","DayToFlwr","FreshWt_g","SatWt_g","DriedWt_g","LeafArea","LeafPerimeter","SLA","LDMC","RWC","LeafNum_.07222021","LeafNum_08262021","NumRemoved_08262021","RosetteLeafNum_10042021","RosetteLeafNum_bolt","RosetteLeafNum_Flower","RosetteLeafNum","DryRosetteG","DryReproG","DryRootG","Root_to_Shoot","Repro_to_Ros","BranchStructure","LatBranches","PrimaryStalks","Height_cm","TotFruit","IJ_FruitCount","FruitCounter","FruitCollected","DoneFlwr","NumFlwrLeft","FruitColWt_mg","SeedColWt_mg","IJ_SeedCount","SeedCounter","AG_biomass","l10_FreshWt","l10_SatWt","l10_DriedWt","SQR_DriedWt","l10_LeafArea","l10_LeafPer","l10_SLA","l10_LDMC","SQR_DryRosG","l10_DryRosG","l10_DryReproG","l10_AG_biomass","l10_R_to_R","l10_IJ_Fruits","AvgSeedWt","l10_IJ_Seeds","SQR_IJ_Seeds","AvgSeedNum","l10_AvgSeedNum","fitness","l10_fitness"
"R2-1-F","RODA","2","1","Future","8",3,110,10,0.0619,0.0726,0.0064,2.569,10.836,401.40625,0.0881542699724518,0.838368580060423,8,20,"n",34,44,NA,40,0.19398,0.29896,NA,NA,1.54118981338282,"straight",11,9,29,114,92,"TX",10,"y",0,22.04,14.39,563,"",0.49294,-1.20830935097988,-1.13906337929991,-2.19382002601611,0.08,0.409764104266346,1.03486899636113,2.60358413028246,-1.05475664671621,0.440431606495265,-0.7122430450048,-0.524386915158419,-0.307205939251578,0.187856129846381,1.96378782734556,0.0255595026642984,2.75050839485135,23.7276210354093,56.3,1.75050839485135,5179.6,3.7142962221969
"R2-2-C","RODA","2","2","Current","8",4,105,14,0.1821,0.2027,0.016,6.378,18.053,398.625,0.0789343857918106,0.889662560257097,4,13,"n",28,33,NA,31,0.30131,2.0417,NA,NA,6.77607779363446,"bent",9,11,74.5,779,730,"CC",10,"n",73,28.92,20,738,"SB",2.34301,-0.73969005420508,-0.693146251306991,-1.79588001734408,0.126491106406735,0.80468451490694,1.25654938215219,2.60056453225102,-1.10273376603708,0.54891711578343,-0.520986454543866,0.30999192878118,0.369774142175943,0.830978383325046,2.86332286012046,0.02710027100271,2.86805636182304,27.1661554144122,73.8,1.86805636182304,53874,4.7313792219435
"R2-2-CF","RODA","2","2","Current/Future","5",4,99,10,0.0572,0.0671,0.007,2.602,9.497,371.714285714286,0.104321907600596,0.835274542429284,6,14,"n",33,NA,33,32,0.1423,0.3007,NA,NA,2.11314125087843,"leaning",9,1,32.5,120,105,"TM",10,"y",0,19.16,12.06,491,"CH",0.443,-1.24260397120698,-1.17327747983101,-2.15490195998574,0.0836660026534076,0.415307292225567,0.977586438003851,2.57020925221131,-0.981624480154735,0.3772267222772,-0.846795099915716,-0.521866571899482,-0.35359627377693,0.324928528016233,2.02118929906994,0.0245621181262729,2.69108149212297,22.1585198061603,49.1,1.69108149212297,5155.5,3.71227079119291
"R2-2-F","RODA","2","2","Future","6",3,107,11,0.0418,0.0507,0.0052,1.792,9.112,344.615384615385,0.102564102564103,0.804395604395604,8,16,"n",31,38,NA,36,0.13356,0.21657,NA,NA,1.62151841868823,"straight",9,8,24,62,86,"TX",10,"n",25,22.66,14.89,528,"CC",0.35013,-1.37882371822496,-1.29499204066666,-2.2839966563652,0.0721110255092798,0.253338005326106,0.959613711071044,2.53733466169131,-0.989004615698537,0.365458615988185,-0.874323589617667,-0.664401703466997,-0.455770676220772,0.20992188615067,1.93449845124357,0.0282007575757576,2.72263392253381,22.9782505861521,52.8,1.72263392253381,4540.8,3.65713237377738
"R21-1-C","RODA","21","1","Current","2",5,103,13,0.1011,0.1236,0.0096,4.28,14.894,445.833333333333,0.0776699029126214,0.802631578947368,6,13,"n",26,28,NA,25,0.25357,NA,NA,NA,NA,"bent",9,14,72,701,646,"CC",10,"n",89,29.31,19.4,739,"",NA,-0.995248844408999,-0.907981529247203,-2.01772876696043,0.0979795897113271,0.631443769013172,1.17301134950735,2.6491725359736,-1.10974723771323,0.503557345294456,-0.595902129359512,NA,NA,NA,2.81023251799508,0.0262516914749662,2.86864443839483,27.1845544381364,73.9,1.86864443839483,47739.4,4.67887695638991
"R21-1-CF","RODA","21","1","Current/Future","3",5,100,15,0.0383,0.0479,0.0049,1.791,7.898,365.510204081633,0.102296450939457,0.776744186046512,6,12,"n",30,30,NA,29,0.1199,0.20611,NA,NA,1.71901584653878,"straight",7,8,23.5,83,32,"TX",10,"n",23,19.75,12.08,389,"CH",0.32601,-1.41680122603138,-1.31966448658544,-2.30980391997149,0.07,0.253095585849032,0.897517129400525,2.56289950582052,-0.99013943338605,0.346265793863616,-0.921180816901151,-0.685900936704716,-0.486769078219758,0.235279880196436,1.50514997831991,0.0310539845758355,2.58994960132571,19.723082923316,38.9,1.58994960132571,1244.8,3.09509957964561
"R21-1-F","RODA","21","1","Future","7",4,104,14,0.0524,0.0619,0.0078,2.15,8.687,275.641025641026,0.126009693053312,0.824399260628466,7,16,"n",36,35,NA,35,0.16636,0.29706,NA,NA,1.7856455878817,"bent",8,1,32.5,178,75,"TX",10,"n",19,NA,NA,NA,"",0.46342,-1.28066871301627,-1.20830935097988,-2.10790539730952,0.0883176086632785,0.332438459915605,0.938869821512987,2.44034385722513,-0.899596046329638,0.407872529106828,-0.778951088307104,-0.527155823284872,-0.334025227123071,0.251795265022232,1.8750612633917,NA,NA,NA,NA,NA,NA,NA
"R21-2-C","RODA","21","2","Current","7",5,105,14,0.1431,0.1745,0.0147,4.872,15.468,331.428571428571,0.0842406876790831,0.803504380475595,6,12,"n",28,31,NA,28,0.32506,2.0731,NA,NA,6.37759182920076,"bent",10,8,64.5,738,485,"TX",10,"n",107,28.87,20.32,718,"",2.39816,-0.844360366240224,-0.758204568704801,-1.83268266525182,0.121243556529821,0.687707279624819,1.18943416340103,2.52038994487664,-1.07447809654702,0.570140333602176,-0.488036468978397,0.316620251635936,0.379878154909218,0.804656720614333,2.68574173860226,0.0283008356545961,2.8561244442423,26.7955220139485,71.8,1.8561244442423,34823,4.54186618284456
"R21-2-CF","RODA","21","2","Current/Future","3",4,103,5,0.0499,0.0586,0.0054,2.179,9.133,403.518518518518,0.0921501706484642,0.836466165413534,6,12,"n",32,32,34,28,0.11638,0.30215,NA,NA,2.59623646674686,"straight",7,5,34,115,75,"TX",10,"n",7,22.07,14.64,566,"",0.41853,-1.30189945437661,-1.23210238398191,-2.26760624017703,0.0734846922834953,0.338257230246256,0.960613457647909,2.60586347042329,-1.03550385619512,0.3411451304064,-0.934121647142608,-0.519777401415525,-0.378273406565593,0.414344245727083,1.8750612633917,0.0258657243816254,2.75281643118827,23.7907545067406,56.6,1.75281643118827,4245,3.62787769457997
"R21-2-F","RODA","21","2","Future","6",3,106,11,0.0695,0.0836,0.0079,2.861,11.856,362.151898734177,0.0944976076555024,0.813738441215324,8,20,"n",39,41,NA,40,0.27425,0.43281,NA,NA,1.57815861440292,"straight",8,7,33.5,294,254,"TX",10,"n",9,21.95,13.55,385,"KB",0.70706,-1.15801519540989,-1.07779372256098,-2.10237290870956,0.0888819441731559,0.456517857805263,1.07393819063525,2.55889076651482,-1.02457918614857,0.523688838911046,-0.561853363753251,-0.363702713486868,-0.150543731092384,0.198150650266383,2.40483371661994,0.0351948051948052,2.5854607295085,19.6214168703486,38.5,1.5854607295085,9779,3.99029444612844
"R26-1-C","RODA","26","1","Current","3",7,105,13,0.1057,0.1171,0.0086,4.157,14.359,483.372093023256,0.0734415029888984,0.894930875576037,4,10,"n",26,30,29,26,0.24704,1.79954,NA,NA,7.28440738341969,"bent",9,10,70.5,658,627,"CC",10,"n",107,27.94,19.04,469,"",2.04658,-0.975925012692574,-0.931443104927637,-2.06550154875643,0.092736184954957,0.618780024506215,1.15712419550487,2.68428157326265,-1.1340584438288,0.49703118614429,-0.607232721344358,0.255161504551701,0.311028725712042,0.862394225896058,2.79726754083072,0.0405970149253731,2.67117284271508,21.6564078277077,46.9,1.67117284271508,29406.3,4.4684403835458
"R26-1-CF","RODA","26","1","Current/Future","6",5,98,13,0.0526,0.0601,0.0054,2.325,10.098,430.555555555556,0.0898502495840266,0.862888482632541,6,12,"n",29,NA,NA,30,0.14447,0.29709,NA,NA,2.05641309614453,"leaning",8,9,30.5,99,70,"TX",10,"y",0,22.62,14.76,406,"",0.44156,-1.27901425584626,-1.22112552799726,-2.26760624017703,0.0734846922834953,0.366422957225973,1.00423536635947,2.634029197403,-1.04648071217977,0.380092094103521,-0.840222327212752,-0.527111966230364,-0.355010275328878,0.313110360982388,1.84509804001426,0.0363546798029557,2.60852603357719,20.1494416796099,40.6,1.60852603357719,2842,3.45362407359145
"R26-1-F","RODA","26","1","Future","5",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R26-2-C","RODA","26","2","Current","2",5,105,14,0.1231,0.1502,0.0118,4.526,16.241,383.559322033898,0.0785619174434088,0.804190751445087,4,14,"n",34,40,NA,42,NA,2.34497,NA,NA,NA,"bent",10,13,75.5,880,NA,"EA",10,"n",121,NA,NA,NA,"",NA,-0.909741947068684,-0.82333006733185,-1.92811799269387,0.108627804912002,0.65571454961871,1.2106127663529,2.58383254231258,-1.10478792536202,NA,NA,0.370137291009397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R26-2-CF","RODA","26","2","Current/Future","2",4,104,15,0.0339,0.0369,0.0051,1.609,7.532,315.490196078431,0.138211382113821,0.90566037735849,6,13,"n",26,27,NA,29,0.09582,0.2931,NA,NA,3.05886036318096,"bent",9,5,24.5,183,171,"",10,"y",0,20.73,12.68,461,"",0.38892,-1.46980030179692,-1.43297363384094,-2.29242982390206,0.0714142842854285,0.20655604409903,0.876910311344627,2.49898586800109,-0.859456190061124,0.309548057658258,-1.01854383347787,-0.532984181561564,-0.410139722920165,0.485559651916309,2.23299611039215,0.0275054229934924,2.66370092538965,21.4709105535839,46.1,1.66370092538965,7883.1,3.8966970357818
"R26-2-F","RODA","26","2","Future","3",3,103,12,0.0485,0.0565,0.0062,2.168,9.25,349.677419354839,0.109734513274336,0.840954274353877,8,20,"n",37,37,38,37,NA,0.4031,NA,NA,NA,"straight",8,6,33,196,973,"CC",10,"y",0,NA,NA,NA,"",NA,-1.31425826139774,-1.24795155218056,-2.20760831050175,0.0787400787401181,0.336059277866349,0.966141732739033,2.5436675883681,-0.959656758321185,NA,NA,-0.394587201846949,NA,NA,2.98811284026835,NA,NA,NA,NA,NA,NA,NA
"R29-1-C","RODA","29","1","Current","8",6,103,13,0.1145,0.1273,0.0097,4.18,15.683,430.927835051546,0.0761979575805185,0.891156462585034,6,11,"n",28,30,NA,26,0.23142,1.4518,NA,NA,6.27344222625529,"bent",9,11,56,639,504,"TM",10,"n",70,21.75,13.9,649,"SB",1.68322,-0.941194513324093,-0.895171596346345,-2.01322826573376,0.098488578017961,0.621176281775035,1.19542914245706,2.63440454750879,-1.11805666938741,0.481061326651811,-0.635599110750314,0.161906792067279,0.226140882786166,0.797505902817593,2.70243053644553,0.0214175654853621,2.81224469680037,25.475478405714,64.9,1.81224469680037,32709.6,4.51467523324589
"R29-1-CF","RODA","29","1","Current/Future","8",4,104,8,0.0432,0.0507,0.0053,1.802,7.962,340,0.104536489151874,0.834801762114537,6,14,"n",28,31,29,30,0.11145,0.4355,NA,NA,3.90758187528039,"leaning",8,6,28.5,267,247,"TX/CC",10,"y",0,21.15,13.48,465,"",0.54695,-1.36451625318509,-1.29499204066666,-2.27572413039921,0.0728010988928052,0.255754786643044,0.901022173248079,2.53147891704225,-0.980732089732547,0.333841279652472,-0.952919927183744,-0.361011840656318,-0.262052373331289,0.591908086527425,2.39269695325967,0.028989247311828,2.66745295288995,21.5638586528478,46.5,1.66745295288995,11485.5,4.06014990614962
"R29-1-F","RODA","29","1","Future","7",3,106,12,0.058,0.0692,0.0064,2.456,10.948,383.75,0.092485549132948,0.821656050955414,9,18,"n",35,39,NA,36,0.16369,0.30653,NA,NA,1.87262508400024,"straight",9,7,28,116,62,"EA",10,"y",0,23.32,14.82,536,"CH",0.47022,-1.23657200643706,-1.15989390554324,-2.19382002601611,0.08,0.39022836246913,1.03933478873809,2.58404838848524,-1.03392612047287,0.404586208366029,-0.785977851299567,-0.513527014793618,-0.327698902848434,0.272450836505949,1.79239168949825,0.0276492537313433,2.72916478969277,23.1516738055805,53.6,1.72916478969277,3323.2,3.52155647919102
"R29-2-C","RODA","29","2","Current","5",5,104,13,0.1134,0.1291,0.0099,4.02,14.801,406.060606060606,0.0766847405112316,0.868288590604027,6,14,"n",31,33,NA,30,0.28259,1.9503,NA,NA,6.90151810042818,"bent",10,10,74,676,569,"",10,"n",52,34.08,22.67,558,"",2.23289,-0.945386945443112,-0.88907375773358,-2.00436480540245,0.099498743710662,0.60422605308447,1.17029105862539,2.60859085848692,-1.11529104766887,0.531591948772741,-0.548843210575429,0.290101420759143,0.348867328727637,0.838944631334572,2.75511226639507,0.0406272401433692,2.74663419893758,23.6220236220354,55.8,1.74663419893758,31750.2,4.50174646533265
"R29-2-CF","RODA","29","2","Current/Future","5",4,98,16,0.0477,0.0507,0.0053,2.09,9.625,394.339622641509,0.104536489151874,0.933920704845815,4,12,"n",29,NA,29,26,0.12188,0.28004,NA,NA,2.29766983918608,"straight",7,5,29.5,106,59,"TX",10,"n",6,21.53,13.91,495,"SB",0.40192,-1.32148162095989,-1.29499204066666,-2.27572413039921,0.0728010988928052,0.320146286111054,0.983400738180538,2.59587041651027,-0.980732089732547,0.349113162169518,-0.914067554449364,-0.552779931020092,-0.395860382278917,0.361287623429272,1.77085201164214,0.0281010101010101,2.69460519893357,22.248595461287,49.5,1.69460519893357,2920.5,3.46545721057571
"R29-2-F","RODA","29","2","Future","7",4,104,13,0.0437,0.0515,0.005,2.014,9.464,402.8,0.0970873786407767,0.832258064516129,8,16,"n",36,38,NA,36,0.1308,0.27887,NA,NA,2.13203363914373,"straight",7,8,26,117,87,"TX",10,"y",0,23.09,14.87,586,"CH",0.40967,-1.35951856302958,-1.28819277095881,-2.30102999566398,0.0707106781186548,0.304059466217599,0.976074731619874,2.60508946188158,-1.01283722470517,0.361662826400503,-0.883392256011752,-0.554598203321736,-0.387565838125193,0.328794052690016,1.93951925261862,0.0253754266211604,2.76789761601809,24.2074368738204,58.6,1.76789761601809,5098.2,3.70741686863671
"R33-1-C","RODA","33","1","Current","5",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R33-1-CF","RODA","33","1","Current/Future","8",5,97,8,0.0774,0.0936,0.0083,4.192,11.871,505.060240963855,0.0886752136752137,0.810082063305979,6,14,"n",33,NA,27,32,0.13053,0.3931,NA,NA,3.01156822186471,"bent",11,9,33.5,213,170,"TM",10,"y",0,20.8,13.22,517,"CC",0.52363,-1.11125903931711,-1.02872415126189,-2.08092190762393,0.091104335791443,0.62242127397567,1.07448730498569,2.7033431815996,-1.05219775636203,0.361289357717606,-0.884289661987621,-0.405496956179911,-0.280975479651412,0.47879270580771,2.23044892137827,0.0255705996131528,2.71349054309394,22.7376340018041,51.7,1.71349054309394,8789,3.94393946447222
"R33-1-F","RODA","33","1","Future","5",3,108,10,0.0428,0.0507,0.0048,2.095,8.779,436.458333333333,0.0946745562130177,0.827886710239651,8,19,"n",37,42,NA,35,0.14128,0.28818,NA,NA,2.03977916194791,"leaning",13,1,27,157,119,"TM",10,"y",0,17.96,11.2,500,"SB",0.42946,-1.36855623098683,-1.29499204066666,-2.31875876262441,0.0692820323027551,0.321184027302314,0.94344504902503,2.63994278992673,-1.02376672195775,0.375872318746672,-0.849919313766507,-0.540336162977394,-0.367077280233802,0.309583150789112,2.07554696139253,0.0224,2.69897000433602,22.3606797749979,50,1.69897000433602,5950,3.77451696572855
"R33-2-C","RODA","33","2","Current","4",6,97,20,0.1421,0.1581,0.0124,5.832,18.342,470.322580645161,0.0784313725490196,0.890185312285518,4,14,"n",27,NA,NA,27,0.27448,1.7046,NA,NA,6.21028854561352,"broken",12,12,61,901,567,"TM",10,"n",76,23.76,14.54,628,"CC",1.97908,-0.84740592207253,-0.801068130067791,-1.90657831483776,0.1113552872566,0.765817515309918,1.26344668910973,2.67239583014768,-1.10551018476997,0.523908388938372,-0.561489294951883,0.231622484106579,0.296463349970078,0.793111779058463,2.75358305889291,0.0231528662420382,2.7979596437372,25.0599281722833,62.8,1.7979596437372,35607.6,4.5515427026301
"R33-2-CF","RODA","33","2","Current/Future","7",5,97,9,0.0461,0.0585,0.0067,2.434,9.132,363.283582089552,0.114529914529915,0.760617760617761,6,15,"n",34,NA,27,27,0.09775,0.354,NA,NA,3.62148337595908,"leaning",11,8,31,185,149,"TM",10,"y",0,17.01,10.12,491,"EA",0.45175,-1.33629907461035,-1.23284413391782,-2.17392519729917,0.0818535277187245,0.386320573894046,0.960565902818198,2.56024577119322,-0.941081063381354,0.31264996401727,-1.0098832339321,-0.450996737974212,-0.345101838767031,0.558886495957883,2.17318626841227,0.0206109979633401,2.69108149212297,22.1585198061603,49.1,1.69108149212297,7315.9,3.86426776053524
"R33-2-F","RODA","33","2","Future","4",4,104,14,0.0429,0.0508,0.0055,1.92,7.758,349.090909090909,0.108267716535433,0.82560706401766,7,18,"n",30,33,NA,36,0.12154,0.24772,NA,NA,2.0381767319401,"bent",10,4,26.5,125,84,"TX",10,"y",0,18.16,11.32,505,"CC",0.36926,-1.36754270781528,-1.29413628771608,-2.25963731050576,0.0741619848709566,0.28330122870355,0.889749775264038,2.54293853920931,-0.965501022789675,0.348625873968069,-0.915280767988702,-0.606038928662466,-0.432667734645634,0.309241839326236,1.92427928606188,0.0224158415841584,2.70329137811866,22.4722050542442,50.5,1.70329137811866,4242,3.62757066418054
"R35-1-C","RODA","35","1","Current","2",5,105,13,0.1061,0.1244,0.0096,4.061,13.741,423.020833333333,0.0771704180064309,0.840592334494774,6,14,"n",34,39,NA,34,0.32028,2.0256,NA,NA,6.32446609216935,"bent",9,12,70,636,513,"CC",10,"n",73,31.11,20.86,686,"CC",2.34588,-0.974284616098659,-0.9051796196452,-2.01772876696043,0.0979795897113271,0.608632989490037,1.13801833961426,2.62636175645047,-1.11254914731523,0.565932858208463,-0.494470180164867,0.306553688337261,0.37030579265984,0.801023868502129,2.71011736511182,0.0304081632653061,2.83632411570675,26.1916017074176,68.6,1.83632411570675,35191.8,4.54644148081857
"R35-1-CF","RODA","35","1","Current/Future","8",4,101,14,0.0349,0.0452,0.0074,1.599,7.687,216.081081081081,0.163716814159292,0.727513227513228,6,14,"n",34,36,30,32,0.13004,0.23403,NA,NA,1.79967702245463,"straight",7,6,26.5,109,73,"TX",10,"y",0,16.12,10.22,325,"CC",0.36407,-1.45717457304082,-1.34486156518862,-2.13076828026902,0.0860232526704263,0.203848463746235,0.885756881069267,2.33461674401526,-0.785906715080406,0.360610593299753,-0.885923039175911,-0.630728467378973,-0.438815106210911,0.255194571796937,1.86332286012046,0.0314461538461538,2.51188336097887,18.0277563773199,32.5,1.51188336097887,2372.5,3.37520622109933
"R35-1-F","RODA","35","1","Future","8",3,105,12,0.0529,0.0643,0.0067,2.248,9.325,335.522388059702,0.104199066874028,0.802083333333333,8,20,"n",40,44,NA,41,0.22951,0.35276,NA,NA,1.53701363774999,"straight",8,7,26.5,222,117,"TX",10,"n",29,21.17,13.78,448,"CH",0.58227,-1.27654432796481,-1.19178902707578,-2.17392519729917,0.0818535277187245,0.351796306897024,0.969648840480725,2.5257215041962,-0.982136170223396,0.479072019637966,-0.639198387032148,-0.452520666068974,-0.234875585248475,0.186677720963174,2.06818586174616,0.0307589285714286,2.65127801399814,21.1660104885167,44.8,1.65127801399814,5241.6,3.71946387574431
"R35-2-C","RODA","35","2","Current","6",5,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,"n",17,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R35-2-CF","RODA","35","2","Current/Future","4",5,100,11,0.0475,0.0587,0.0074,2.217,9.695,299.594594594595,0.126064735945486,0.781676413255361,6,12,"n",31,32,29,29,0.14183,0.26708,NA,NA,1.8830994852993,"straight",8,5,27,132,63,"TX",10,"n",21,20.01,12.85,437,"CC",0.40891,-1.32330639037513,-1.23136189875239,-2.13076828026902,0.0860232526704263,0.345765693114488,0.986547813414724,2.47653397338351,-0.899406381516638,0.376603239497485,-0.848231897104821,-0.573358632438555,-0.388372268531713,0.274873264666266,1.79934054945358,0.0294050343249428,2.64048143697042,20.9045449603669,43.7,1.64048143697042,2753.1,3.439821986424
"R35-2-F","RODA","35","2","Future","3",3,106,13,0.0638,0.0747,0.0076,2.389,9.973,314.342105263158,0.101740294511379,0.837555886736214,7,16,"n",34,35,NA,36,0.16365,0.28163,NA,NA,1.72092881148793,"straight",9,8,30.5,103,78,"TX",10,"n",2,22.24,14.43,511,"CH",0.44528,-1.19517932127884,-1.1266793981846,-2.11918640771921,0.0871779788708135,0.378216149749878,0.998825819040286,2.49740255746909,-0.992507009534607,0.404536772123376,-0.786083990355977,-0.550321084826449,-0.351366811010032,0.235762905529528,1.89209460269048,0.028238747553816,2.70842090013471,22.6053091109146,51.1,1.70842090013471,3985.8,3.60051550282519
"R40-1-C","RODA","40","1","Current","mix",5,106,12,0.1428,0.1526,0.0129,5.013,16.067,388.604651162791,0.0845347313237221,0.929849677881174,4,12,"n",29,34,NA,28,0.29817,1.6587,NA,NA,5.5629338967703,"bent",10,12,69,679,474,"TM",10,"n",67,30.28,20.4,711,"CC",1.95687,-0.845271792559844,-0.816445466381138,-1.88941028970075,0.113578166916005,0.700097704613054,1.20593479368468,2.5895079943138,-1.07296482331961,0.546049448310316,-0.525536054678715,0.219767844658399,0.291561975296253,0.745303899337114,2.67577834167409,0.0286919831223629,2.85186960072977,26.6645832519468,71.1,1.85186960072977,33701.4,4.52764794240385
"R40-1-CF","RODA","40","1","Current/Future","mix",5,107,9,0.0446,0.0535,0.0057,1.924,7.947,337.543859649123,0.106542056074766,0.813807531380753,6,13,"n",29,30,NA,27,0.09489,0.14465,NA,NA,1.52439666982822,"straight",7,8,25,45,31,"TX",10,"y",0,19.49,13.12,511,"CC",0.23954,-1.35066514128786,-1.27164621797877,-2.24412514432751,0.0754983443527075,0.284205067701794,0.900203213016893,2.5283302120293,-0.972478926348737,0.308042204900562,-1.02277955336461,-0.839681562015998,-0.620621954780662,0.183097991348616,1.49136169383427,0.0256751467710372,2.70842090013471,22.6053091109146,51.1,1.70842090013471,1584.1,3.19978259396899
"R40-1-F","RODA","40","1","Future","2",3,107,12,0.0437,0.0527,0.0059,1.865,8.706,316.101694915254,0.111954459203036,0.807692307692308,7,16,"n",33,37,NA,35,0.13378,0.24762,NA,NA,1.85094931977874,"straight",8,9,24,88,73,"TX",10,"y",0,21.81,14.42,524,"EA",0.3814,-1.35951856302958,-1.27818938478745,-2.22914798835786,0.0768114574786861,0.270678836144706,0.939818662821379,2.49982682450256,-0.950958603570402,0.365759483814159,-0.873608808383385,-0.60621428073894,-0.418619311290013,0.267394527644445,1.86332286012046,0.0275190839694656,2.71933128698373,22.8910462845192,52.4,1.71933128698373,3825.2,3.58265414710418
"R40-2-C","RODA","40","2","Current","5",5,105,13,0.1522,0.18,0.0147,5.554,17.705,377.823129251701,0.0816666666666667,0.831820931639443,4,12,"n",28,34,NA,28,0.45431,1.776,NA,NA,3.90922497853888,"bent",9,11,71.5,627,555,"TX",10,"n",66,27.54,18.56,714,"",2.23031,-0.817585347565446,-0.744727494896694,-1.83268266525182,0.121243556529821,0.744605875414239,1.24809593109413,2.57728854066606,-1.08795517035513,0.674025222080005,-0.342647703649777,0.249442961442582,0.348365231627747,0.59209066509236,2.74429298312268,0.0259943977591036,2.85369821177617,26.7207784317748,71.4,1.85369821177617,39627,4.59799119489885
"R40-2-CF","RODA","40","2","Current/Future","6",14,94,10,0.0442,0.05,0.0047,2.046,8.389,435.31914893617,0.094,0.8719646799117,4,9,"n",27,27,25,23,0.08141,0.2218,NA,NA,2.72448102198747,"straight",7,7,30.5,81,59,"TX",10,"n",31,21.96,14.53,551,"SB",0.30321,-1.35457773065091,-1.30102999566398,-2.32790214206428,0.0685565460040104,0.310905629376141,0.923710194396563,2.63880777144042,-1.0268721464003,0.285324376806469,-1.08932224525729,-0.654038458186859,-0.518256479579555,0.435283787070436,1.77085201164214,0.0263702359346642,2.74115159885178,23.473389188611,55.1,1.74115159885179,3250.9,3.51200361049393
"R40-2-F","RODA","40","2","Future","7",3,106,13,0.0403,0.0512,0.0089,1.625,7.565,182.584269662921,0.173828125,0.742316784869976,5,14,"n",35,35,NA,35,0.12464,0.2481,NA,NA,1.99053273427471,"bent",7,7,25,222,179,"TM",7,"n",22,12.4,7.36,229,"CC",0.37274,-1.39469495385889,-1.29073003902417,-2.05060999335509,0.094339811320566,0.210853365314893,0.878808932359206,2.26146335866998,-0.759879954330918,0.35304390661786,-0.904342559671511,-0.605373235727791,-0.428593999123997,0.29896932394372,2.25285303097989,0.0321397379912664,2.35983548233989,15.1327459504216,32.7142857142857,1.51473744232563,5855.85714285714,3.76759047330552
"R47-1-C","RODA","47","1","Current","3",14,104,10,0.1182,0.127,0.0099,4.65,16.776,469.69696969697,0.0779527559055118,0.924850555081127,2,6,"n",20,25,NA,21,0.16186,NA,NA,NA,NA,"bent",8,9,62,565,498,"CC",10,"n",79,25.71,17.41,697,"",NA,-0.927382523454763,-0.896196279044043,-2.00436480540245,0.099498743710662,0.667452952889954,1.22468841745729,2.6718177582924,-1.10816852635841,0.402318281960937,-0.790860463943467,NA,NA,NA,2.69722934275972,0.0249784791965567,2.84323277809801,26.4007575648882,69.7,1.84323277809801,34710.6,4.54046212085773
"R47-1-CF","RODA","47","1","Current/Future","6",5,103,12,0.0489,0.0577,0.0067,2.195,8.38,327.611940298507,0.116117850953206,0.827450980392157,6,13,"n",31,33,NA,32,0.17038,0.3123,0.12339,0.255635203447419,1.83296161521305,"straight",8,6,31,177,145,"TX",10,"n",105,18.66,11,431,"EA",0.48268,-1.31069114087638,-1.23882418684427,-2.17392519729917,0.0818535277187245,0.34143452457814,0.923244018630276,2.51535972187731,-0.935101010454905,0.412771123020979,-0.768581386091697,-0.505428015769801,-0.316340695939101,0.263153370321896,2.16136800223497,0.0255220417633411,2.63447727016073,20.7605394920267,43.1,1.63447727016073,6249.5,3.79584527239571
"R47-1-F","RODA","47","1","Future","6",5,102,13,0.0414,0.0497,0.0054,1.806,8.952,334.444444444444,0.108651911468813,0.812641083521445,6,14,"n",35,35,NA,36,0.27053,0.23648,0.18813,0.371057770063707,0.874135955346912,"straight",7,6,28.5,108,95,"TX",10,"n",38,18.54,11.94,408,"CH",0.50701,-1.3829996588791,-1.30364361126667,-2.26760624017703,0.0734846922834953,0.256717745977487,0.951920073520294,2.52432398615452,-0.963962628910364,0.520124984979572,-0.567784567481536,-0.626205583285268,-0.294983474785027,-0.058421015803732,1.97772360528885,0.0292647058823529,2.61066016308988,20.1990098767242,40.8,1.61066016308988,3876,3.58838376837873
