"PotID","Treatment","Population","Line","Replicate","Chamber","Flat","Transplanted","DaysToEmergence","EmergenceToBolting","BoltingToRootWashing","BoltingToHarvest","NumEmerged","LeafNumber_PreVern","LeafNumber_Jun6","LeafNumber_Jun13","SL_FreshWt","SL_HydWt","SL_DryWt","SL_Area","SL_Perim","LeafNumber_Total","LeafNumber_Rosette","LeafNumber_UnderLeaves","AG_DryBiomass","BG_DryBiomass","Stomata_avg","SLA","LDMC","RWC","Root_to_Shoot","Stomata_density","l10_DaysToEmergence","l10_SL_FreshWt","l10_SL_HydWt","SQR_SL_HydWt","SQR_SL_DryWt","SQR_SL_Area","l10_SLA","l10_LDMC","l10_LeafNumber_Total","l10_LeafNumber_Rosette","SQR_LeafNumber_UnderLeaves","SQR_AG_DryBiomass","l10_AG_DryBiomass","SQR_BG_DryBiomass","l10_Root_to_Shoot","l10_Stomata_avg","l10_Stomata_density"
"B8-8-C","Current","B",8,"8","2","Current3","yes",NA,NA,9,0,NA,10,23,27,0.0897,0.1062,0.0109,3.966,10.104,60,NA,NA,0.848,0.0879,46,363.853211009174,0.102636534839925,0.826862539349423,0.103655660377359,672.567061759201,NA,-1.04720755695591,-0.97387548325455,0.325883414736006,0.104403065089106,1.99148186032412,2.56092621192866,-0.988698018804827,1.77815125038364,NA,NA,0.920869154657707,-0.0716041477432862,0.296479341607472,-0.984406977182942,1.66275783168157,2.82773559439922
"R11-1-C","Current","R",11,"1","1","Current2","no",4,91,5,0,4,10,20,27,0.0967,0.111,0.0134,3.201,10.252,101,53,48,0.7972,0.0576,52,238.880597014925,0.120720720720721,0.853483606557377,0.0722528850978424,760.293200249532,0.602059991327962,-1.014573525917,-0.954677021213343,0.333166624979154,0.115758369027902,1.78913386866383,2.37818087577932,-0.91821818042185,2.00432137378264,1.72427586960079,6.92820323027551,0.892860571421989,-0.09843270997155,0.24,-1.14114480660524,1.7160033436348,2.88098110635245
"R11-1-F","Future","R",11,"1","1","Future1","no",3,97,6,0,6,10,22,31,0.0706,0.0836,0.0144,2.63,8.802,95,76,19,0.7388,0.0813,49.5,182.638888888889,0.172248803827751,0.812138728323699,0.110043313481321,723.740642545228,0.477121254719662,-1.1511952989482,-1.07779372256098,0.289136645896019,0.12,1.62172747402269,2.26159325639451,-0.763843785343767,1.97772360528885,1.88081359228079,4.35889894354067,0.859534757877772,-0.131473113231796,0.285131548587665,-0.958436341174136,1.69460519893357,2.85958296165122
"R11-2-C","Current","R",11,"2","1","Current2","no",5,91,4,1,2,8,20,29,0.0898,0.098,0.0146,2.996,9.466,105,59,46,0.5484,0.0481,45,205.205479452055,0.148979591836735,0.901678657074341,0.087709700948213,657.94603867748,0.698970004336019,-1.0467236633327,-1.00877392430751,0.313049516849971,0.120830459735946,1.7308957218735,2.31218895324299,-0.826873219908058,2.02118929906994,1.77085201164214,6.78232998312527,0.740540343262945,-0.260902553882525,0.219317121994613,-1.05695236974364,1.65321251377534,2.81819027649299
"R11-2-F","Future","R",11,"2","1","Future2","no",3,98,5,0,5,11,26,36,0.074,0.0856,0.0137,2.78,9.224,93,74,19,0.6933,0.0755,53,202.919708029197,0.160046728971963,0.838664812239221,0.108899466320496,774.914223331254,0.477121254719662,-1.13076828026902,-1.06752623532285,0.292574776766556,0.117046999107196,1.66733320005331,2.30732422876167,-0.795753197520746,1.96848294855394,1.86923171973098,4.35889894354067,0.832646383526645,-0.159078799801228,0.274772633280682,-0.962974248569584,1.72427586960079,2.88925363231844
"R11-3-C","Current","R",11,"3","2","Current3","no",4,93,9,0,4,10,25,34,0.0989,0.1081,0.0165,2.976,9.629,137,61,76,0.9499,0.0795,42.5,180.363636363636,0.15263644773358,0.899563318777293,0.0836930203179282,621.393480973175,0.602059991327962,-1.00480370840282,-0.96617430604669,0.328785644455472,0.128452325786651,1.72510869222783,2.25614898265993,-0.816341749739404,2.13672056715641,1.78532983501077,8.71779788708135,0.97462813421325,-0.0223221123260061,0.281957443597434,-1.07731075901752,1.62838893005031,2.79336669276796
"R11-3-F","Future","R",11,"3","2","Future4","no",4,105,0,0,5,8,19,32,0.0691,NA,0.0116,2.289,8.088,120,77,43,0.6392,0.0728,49.5,197.327586206897,NA,NA,0.113892365456821,723.740642545228,0.602059991327962,-1.1605219526258,NA,NA,0.10770329614269,1.51294414966317,2.29518780344762,NA,2.07918124604762,1.88649072517248,6.557438524302,0.799499843652267,-0.194363233694065,0.269814751264641,-0.943505386992898,1.69460519893357,2.85958296165122
"R11-4-C","Current","R",11,"4","2","Current4","no",4,96,6,0,6,9,17,19,0.0917,0.1054,0.0128,3.208,9.622,93,51,42,0.6646,0.0522,40,250.625,0.121442125237192,0.852051835853132,0.078543484802889,584.840923268871,0.602059991327962,-1.03763066432998,-0.977159389123472,0.324653661614959,0.113137084989848,1.79108905417905,2.39902438996426,-0.915630641228659,1.96848294855394,1.70757017609794,6.48074069840786,0.815230028887553,-0.177439663057308,0.228473193175917,-1.10488983394043,1.60205999132796,2.76703775404561
"R11-4-F","Future","R",11,"4","2","Future3","no",3,103,0,0,5,10,25,36,0.0537,0.0619,0.0105,1.859,7.857,108,76,32,0.6828,0.0858,57,177.047619047619,0.169628432956381,0.840466926070039,0.125659050966608,833.398315658141,0.477121254719662,-1.27002571430044,-1.20830935097988,0.248797106092495,0.102469507659596,1.3634515026212,2.24809009070196,-0.77050134995018,2.03342375548695,1.88081359228079,5.65685424949238,0.826317130404544,-0.165706487557304,0.292916370317536,-0.900806224593991,1.75587485567249,2.92085261839014
"R2-1-C","Current","R",2,"1","1","Current2","no",4,83,0,0,4,8,24,31,0.0588,0.0659,0.0072,2.074,7.567,57,NA,NA,0.3423,0.0464,34.5,288.055555555556,0.109256449165402,0.879045996592845,0.135553607946246,504.425296319401,0.602059991327962,-1.23062267392386,-1.18111458540599,0.256709953059869,0.0848528137423857,1.44013888219158,2.45947625562175,-0.961552918162741,1.75587485567249,NA,NA,0.585064099052403,-0.465593100862123,0.21540659228538,-0.867888918582996,1.53781909507327,2.70279685779092
"R2-1-F","Future","R",2,"1","1","Future2","no",4,84,0,0,4,10,29,40,0.0417,0.05,0.0091,1.566,6.911,95,52,43,0.4125,0.0462,34,172.087912087912,0.182,0.797066014669927,0.112,497.11478477854,0.602059991327962,-1.37986394502624,-1.30102999566398,0.223606797749979,0.0953939201416946,1.25139921687685,2.23575036540083,-0.739928612014925,1.97772360528885,1.7160033436348,6.557438524302,0.642261628933256,-0.384576047114056,0.214941852602047,-0.950781977329818,1.53147891704226,2.6964566797599
"R2-2-C","Current","R",2,"2","1","Current1","no",4,83,0,0,4,9,26,35,0.0554,0.0639,0.007,1.974,7.114,66,NA,NA,0.3368,0.0396,42.5,282,0.109546165884194,0.850615114235501,0.117577197149644,621.393480973175,0.602059991327962,-1.25649023527157,-1.1944991418416,0.252784493195291,0.0836660026534076,1.40499110317468,2.45024910831936,-0.960402818144143,1.81954393554187,NA,NA,0.580344725141876,-0.472627917172388,0.198997487421324,-0.9296768969021,1.62838893005031,2.79336669276796
"R2-2-F","Future","R",2,"2","1","Future1","no",3,89,3,0,5,10,25,36,0.0572,0.0689,0.0108,1.981,7.593,82,51,31,0.4897,0.0529,46,183.425925925926,0.156748911465893,0.798623063683305,0.108025321625485,672.567061759201,0.477121254719662,-1.24260397120698,-1.16178077809237,0.262488094968134,0.103923048454133,1.40748001762014,2.2634607200516,-0.804795466420676,1.91381385238372,1.70757017609794,5.56776436283002,0.699785681476836,-0.310069895981782,0.23,-0.966474431983032,1.66275783168157,2.82773559439922
